,Paper Title,Author,Affiliation,Conference,Year,Link to Paper,Link for Code,Available,ReadMe,RepoGoal,TrainedModel,Out-of-box,Runs,Output,Data_Available,Train/test,Reason,Model Used,Hyperparameters,Training Described
72,"Log2vec: A Heterogeneous Graph Embedding Based Approach
for Detecting Cyber Threats within Enterprise","Fucheng Liu, Yu Wen, Dongxue Zhang, 
Xihe Jiang, Xinyu Xing, Dan Meng",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3363224,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,log-2-vec clustering/gradient descent,2.0,2.0
73,"Make Some ROOM for the Zeros: Data Sparsity in Secure
Distributed Machine Learning","Phillipp Schoppmann, Adrià Gascón, Mariana Raykova, Benny Pinkas",1.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3339816,https://github.com/schoppmp/room-framework,1,0,0,0,0,0,0,8.0,0.0,-1.0,"bayes classifier, stochastic gradient descent for logistic regression, k-nn",2.0,2.0
74,"MemGuard: Defending against Black-Box Membership
Inference Attacks via Adversarial Examples","Jinyuan Jia, Ahmed Salem,  Michael Backes, Yang Zhang, Neil Zhenqiang Gong",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3363201,https://github.com/jinyuan-jia/MemGuard,3,2,1,1,1,3,1,4.0,1.0,-1.0,"different attack models - NN, RF",2.0,2.0
75,"Moving Beyond Set-It-And-Forget-It
Privacy Settings on Social Media","Mainack Mondal, Günce Su Yılmaz, Noah Hirsch, Mohammad Taha Khan, Michael Tang, Christopher Tran, Chris Kanich, Blase Ur, Elena Zheleva",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354202,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"Decision Trees (DT), Logistic Regression (LR), Support Vector Machines (SVM), Random Forests (RF)
using scikit-learn [61], and XGBoost (XGB), Deep Neural Networks (DNN)",2.0,2.0
76,"Multisketches: Practical Secure Sketches
Using Off-the-Shelf Biometric Matching Algorithms","Rahul Chatterjee, M. Sadegh Riazi, Tanmoy Chowdhury, Emanuela Marasco, Farinaz Koushanfar, Ari Juels",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3363208,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,adverserial DNN,2.0,2.0
77,"Network Hygiene, Incentives, and Regulation: Deployment of
Source Address Validation in the Internet","Matthew Luckie, Robert Beverly, Ryan Koga, Ken Keys, Joshua A. Kroll, k claffy",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354232,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,some supervised algorithm but not mentioned,-1.0,0.0
78,"Neural Network Inversion in Adversarial Setting via
Background Knowledge Alignment","Ziqi Yang, Jiyi Zhang, Ee-Chien Chang, Zhenkai Liang",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354261,https://github.com/yziqi/adversarial-model-inversion,3,2,1,0,0,0,0,7.0,1.0,-1.0,CNN,2.0,2.0
79,Peeves: Physical Event Verification in Smart Homes,"Simon Birnbach, Simon Eberz, Ivan Martinovic",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354254,,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,SVM,2.0,2.0
80,"Privacy Risks of Securing Machine Learning Models against
Adversarial Examples","Liwei Song, Reza Shokri, Prateek Mittal",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354211,https://github.com/inspire-group/privacy-vs-robustness,1,2,0,1,1,1,1,7.0,1.0,-1.0,CNN,2.0,2.0
81,"Procedural Noise Adversarial Examples for Black-Box Attacks
on Deep Convolutional Networks","Kenneth T. Co, Luis Muñoz-González, Sixte de Maupeou, Emil C. Lupu",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3345660,https://github.com/kenny-co/procedural-advml,3,1,1,0,1,3,0,4.0,1.0,-1.0,Deep convolutional networks,2.0,2.0
82,"Quantitative Verification of Neural Networks
and Its Security Applications","Teodora Baluta, Shiqi Shen, Shweta Shinde, Kuldeep S. Meel, Prateek Saxena",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354245,https://github.com/teobaluta/NPAQ,1,2,1,1,0,0,0,7.0,1.0,-1.0,BNN,2.0,2.0
83,"QUOTIENT: Two-Party Secure Neural Network Training and
Prediction","Nitin Agrawal, Ali Shahin Shamsabadi, Matt J. Kusner, Adrià Gascón",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3339819,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,-1.0,DNN,2.0,2.0
84,"Seeing isn’t Believing: Towards More Robust Adversarial Attack
Against Real World Object Detectors","Yue Zhao
, Hong Zhu
, Ruigang Liang
, Qintao Shen
, Shengzhi Zhang
, Kai Chen",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354259,,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,DNN(pre trained models),2.0,0.0
85,"The Catcher in the Field: A Fieldprint based Spoofing Detection
for Text-Independent Speaker Verification","Chen Yan, Yan Long, Xiaoyu Ji, Wenyuan Xu",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354248,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,"Gaussian Mixture
Models",2.0,0.0
86,Towards Continuous Access Control Validation and Forensics,"Chengcheng Xiang, Yudong Wu, Bingyu Shen, Mingyao Shen, Haochen Huang,
Tianyin Xu, Yuanyuan Zhou, Cindy Moore, Xinxin Jin
, Tianwei Sheng",1.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3363191,https://github.com/EvonX/TimeChangingDecisionTree,3,1,1,0,1,3,0,0.0,0.0,0.0,"Time-Change Detection
Tree (TCDT)",-1.0,1.0
87,"Triplet Fingerprinting: More Practical and Portable Website
Fingerprinting with N-shot Learning","Payap Sirinam, Nate Mathews, Mohammad Saidur Rahman, Matthew Wright",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354217,https://github.com/triplet-fingerprinting/tf,1,2,0,0,1,1,1,7.0,1.0,-1.0,"deep learning model, n-shot learning model",2.0,2.0
88,"Velody: Nonlinear Vibration Challenge-Response for Resilient
User Authentication","Jingjie Li, Kassem Fawaz, Younghyun Kim",0.0,CCS,2019,https://dl.acm.org/doi/pdf/10.1145/3319535.3354242,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,one-class k-nn(OC-kNN),0.0,0.0
89,"Countering Malicious Processes with
Process-DNS Association","Suphannee Sivakorn
, Kangkook Jee
, Yixin Sun
, Lauri Korts-Parn ¨
, Zhichun Li
, Cristian Lumezanu
,
Zhenyu Wu
, Lu-An Tang
, Ding Li",2.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_02B-4_Sivakorn_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,2.0,"Random Forest (RF), Logistic Regression (LR), K-Nearest Neighbors (KNN), Linear Support Vector Classification (LinearSVC), and Deep Neural Network (DNN)",2.0,2.0
90,"ML-Leaks: Model and Data Independent
Membership Inference Attacks and Defenses on
Machine Learning Models","Ahmed Salem
, Yang Zhang, Mathias Humbert, Pascal Berrang
,
Mario Fritz
, Michael Backes",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_03A-1_Salem_paper.pdf,https://github.com/AhmedSalem2/ML-Leaks,1,0,1,0,0,0,0,4.0,1.0,-1.0,CNN,2.0,2.0
91,"TEXTBUGGER: Generating Adversarial Text Against
Real-world Applications","Jinfeng Li
, Shouling Ji, Tianyu Du
, Bo Li
and Ting Wang",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_03A-5_Li_paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"LR, CNN, LSTM, Blackbox testing on existing models by Google, Facebook, etc",0.0,1.0
92,"Stealthy Adversarial Perturbations Against
Real-Time Video Classification Systems","Shasha Li
, Ajaya Neupane
, Sujoy Paul
, Chengyu Song
,
Srikanth V. Krishnamurthy
, Amit K. Roy Chowdhury
and Ananthram Swami",,NDSS,2019,https://www.cs.ucr.edu/~csong/ndss19-video.pdf,https://github.com/sli057/Video-Perturbation,1,2,1,1,0,0,0,7.0,1.0,0.0,"CNN, C3D",2.0,2.0
93,"The Crux of Voice (In)Security:
A Brain Study of Speaker Legitimacy Detection","Ajaya Neupane, Nitesh Saxena, Leanne Hirshfield, Sarah Elaine Bratt",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_08-3_Neupane_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,"on Weka - Trees – J48, Logistic Model Trees (LMT), Random Forest (RF) and
Random Tree (RT); Functions – Neural Networks, Multilayer Perceptron (MP), Support Vector Machines (SMO), Logistics (L) and Simple Logistic (SL), and Bayesian Networks – Naive Bayes (NB)",0.0,1.0
94,Statistical Privacy for Streaming Traffic,"Xiaokuan Zhang
, Jihun Hamm
, Michael K. Reiter
, Yinqian Zhang",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_07B-4_Zhang_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"SVM, LR, RF, CNN",2.0,2.0
95,"Unveiling your keystrokes: A Cache-based
Side-channel Attack on Graphics Libraries","Daimeng Wang
, Ajaya Neupane
, Zhiyun Qian
, Nael Abu-Ghazaleh
, Srikanth V. Krishnamurthy
Edward J. M. Colbert
, and Paul Yu",,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_05B-3_Wang_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,RF,0.0,2.0
96,"Graph-based Security and Privacy Analytics
via Collective Classification
with Joint Weight Learning and Propagation","Binghui Wang, Jinyuan Jia, Neil Zhenqiang Gong",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_11-1_Wang_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"graph based - collective classifiers (RW, LBP)",-1.0,2.0
97,"A Systematic Framework to Generate Invariants for
Anomaly Detection in Industrial Control Systems","Cheng Feng, Venkata Reddy Palleti
, Aditya Mathur
and Deeph Chana",1.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_07A-3_Feng_paper.pdf,https://github.com/cfeng783/NDSS19_InvariantRuleAD,3,0,1,1,0,0,0,7.0,1.0,-1.0,RNN LSTM,2.0,2.0
98,"Adversarial Attacks Against Automatic Speech
Recognition Systems via Psychoacoustic Hiding","Lea Schonherr, Katharina Kohls, Steffen Zeiler, Thorsten Holz, and Dorothea Kolossa",0.0,NDSS,2019,https://arxiv.org/pdf/1808.05665.pdf,https://github.com/lealeasch/adversarialattacks,3,2,2,0,0,0,0,7.0,1.0,-1.0,DNN,2.0,1.0
99,Robust Performance Metrics for Authentication Systems,"Shridatt Sugrim, Can Liu, Meghan McLean, Janne Lindqvist",0.0,NDSS,2019,https://cse.buffalo.edu/~wenyaoxu/courses/fall2020/CSE741_Fall2020_Ref/Metrics.pdf,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,Metric evaluation,-1.0,-1.0
100,Practical Hidden Voice Attacks against Speech and Speaker Recognition Systems,"Hadi Abdullah, Washington Garcia, Christian Peeters, Patrick Traynor, Kevin Butler, and Joseph Wilson",0.0,NDSS,2019,http://gangw.cs.illinois.edu/class/cs598/papers/ndss19-hidden-voice.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"HMM-GMM, RNN, DNN",0.0,0.0
101,NIC: Detecting Adversarial Samples with Neural Network Invariant Checking,"Shiqing Ma, Yingqi Liu, Guanhong Tao, Wen-Chuan Lee, and Xiangyu Zhang",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_03A-4_Ma_paper.pdf,https://github.com/DNNInvariant/nninvariant,1,1,0,0,0,0,0,7.0,1.0,-1.0,DNN,2.0,2.0
102,"Neural Machine Translation Inspired Binary Code
Similarity Comparison beyond Function Pairs","Fei Zuo
, Xiaopeng Li
, Patrick Young
, Lannan Luo, Qiang Zeng, Zhexin Zhang",0.0,NDSS,2019,https://arxiv.org/pdf/1808.04706.pdf,https://nmt4binaries.github.io/,1,2,2,1,0,3,0,1.0,1.0,-1.0,RNN LSTM,2.0,2.0
103,"Life after Speech Recognition:
Fuzzing Semantic Misinterpretation for Voice
Assistant Applications","Yangyong Zhang, Lei Xu, Abner Mendoza, Guangliang Yang, Phakpoom Chinprutthiwong, Guofei Gu",0.0,NDSS,2019,https://people.engr.tamu.edu/guofei/paper/LipFuzzer-NDSS19.pdf,"https://github.com/hypernovas/lipfuzzer

https://success.cse.tamu.edu/lipfuzzer/",3,1,2,0,0,0,0,0.0,0.0,0.0,"NLP, Bayesian networks",0.0,-1.0
104,"Neuro-Symbolic Execution: Augmenting
Symbolic Execution with Neural Constraints","Shen Shiqi, Shweta Shinde, Soundarya Ramesh, Abhik Roychoudhury, Prateek Saxena",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_11-3_Shiqi_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Multilayer Perceptron,0.0,2.0
105,Oligo-Snoop: A Non-Invasive Side Channel Attack Against DNA Synthesis Machines,"Sina Faezi
, Sujit Rokka Chhetri
, Arnav Vaibhav Malawade
, John Charles Chaput
, William Grover
,
Philip Brisk
, and Mohammad Abdullah Al Faruque",0.0,NDSS,2019,https://www.ndss-symposium.org/wp-content/uploads/2019/02/ndss2019_05B-1_Faezi_paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"AdaBoost, linear Support Vector Machine (SVM), Naive Bayes, Neural Network, and Random
Forest",2.0,2.0
106,Gotta Catch’Em All: Using Honeypots to Catch Adversarial Attacks on Neural Networks,"Shawn Shan, Emily Wenger, Bolun Wang, Bo Li, Haitao Zheng, Ben Y. Zhao",,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417231,https://github.com/Shawn-Shan/trapdoor,3,2,0,0,0,0,0,4.0,1.0,,DNN,2.0,2.0
107,VisualPhishNet: Zero-Day Phishing Website Detection by Visual Similarity,Sahar Abdelnabi and Katharina Krombholz and Mario Fritz,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417233,https://s-abdelnabi.github.io/VisualPhishNet/,1,1,0,0,0,0,1,2.0,1.0,-1.0,CNN,2.0,2.0
108,GAN-Leaks: A Taxonomy of Membership Inference Attacks against Generative Models,Dingfan Chen; Ning Yu; Yang Zhang ; Mario Fritz ,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417238,https://github.com/DingfanChen/GAN-Leaks,3,2,0,0,0,0,0,4.0,1.0,-1.0,GAN,2.0,2.0
109,A Tale of Evil Twins: Adversarial Inputs versus Poisoned Models,"Ren Pang,  Hua Shen; Xinyang Zhang ; Shouling Ji; Yevgeniy Vorobeychik ; Xiapu Luo; Alex X. Liu; Ting Wang",1.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417253,https://github.com/alps-lab/imc,1,2,2,1,0,0,0,4.0,1.0,-1.0,DNN,2.0,1.0
110,When the Differences in Frequency Domain are Compensated: Understanding and Defeating Modulated Replay Attacks on Automatic Speech Recognition,"Shu Wang, Jiahao Cao, Xu He, Kun Sun, Qi Li",0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417254,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,2.0,SVM,0.0,0.0
111,"Lies in the Air: Characterizing Fake-base-station Spam
Ecosystem in China","Yiming Zhang, Baojun Liu, Chaoyi Lu, Zhou Li, Haixin Duan, Shuang Hao4, Mingxuan Liu, Ying Liu, Dong Wang and Qiang Li",1.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417257,,0,-1,-1,-1,-1,-1,-1,1.0,-1.0,-1.0,"Support Vector Machine (SVM), Naive Bayes (NB), Logistic Regression (LR) and Random Forest (RF)",0.0,0.0
112,Text Captcha Is Dead? A Large Scale Deployment and Empirical Study,Chenghui Shi; Shouling Ji; Qianjun Liu; Changchang Liu; Yuefeng Chen; Yuan He; Zhe Liu; Raheem Beyah; Ting Wang,1.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417258,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"CNN, CRNN",0.0,0.0
113,R2DP: A Universal and Automated Approach to Optimizing the Randomization Mechanisms of Differential Privacy for Utility Metrics with No Known Optimal Distributions,Meisam Mohammady; Shangyu Xie; Yuan Hong ; Mengyuan Zhang; Lingyu Wang; Makan Pourzandi; Mourad Debbabi,1.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417259,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Naive Bayes,0.0,0.0
114,DeepDyve: Dynamic Verification for Deep Neural Networks,"Yu Li, Min Li, Bo Luo, Ye Tian, and Qiang Xu",0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423338,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,DNN,2.0,2.0
115,Information Leakage in Embedding Models,"Congzheng Song, Ananth Raghunathan",2.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417270,,0,-1,-1,-1,-1,-1,-1,3.0,-1.0,0.0,"LSTM and Transformer, BERT, ALBERT, Word2Vec [46], FastText [3], and GloVe [54]",1.0,1.0
116,"AdvPulse: Universal, Synchronization-free, and Targeted Audio Adversarial Attacks via Subsecond Perturbations",Zhuohang Li; Yi Wu; Jian Liu ; Yingying Chen,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423348,,0,-1,-1,-1,-1,-1,-1,3.0,-1.0,0.0,"DNN, CNN",1.0,1.0
117,CrypTFlow2: Practical 2-Party Secure Inference,Deevashwer Rathe; Mayank Rathee; Nishant Kumar; Nishanth Chandran; Divya Gupta; Aseem Rastogi; Rahul Sharma,3.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417274,"https://github.com/mpc-msri/EzPC, https://github.com/mpc-msri/EzPC/tree/master/Athos",1,2,2,1,0,0,0,4.0,1.0,-1.0,"DNN, CNN",2.0,-1.0
118,"Poking a Hole in the Wall: E!icient Censorship-Resistant
Internet Communications by Parasitizing on WebRTC","Diogo Barradas, Nuno Santos, Luís Rodrigues, Vítor Nunes",0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417874,https://github.com/dmbb/Protozoa,1,2,2,1,0,0,0,2.0,0.0,-1.0,state of the art traffic Classifiers,0.0,0.0
119,Zero Knowledge Proofs for Decision Tree Predictions and Accuracy,"Jiaheng Zhang ; Zhiyong Fang; Yupeng Zhang ,Dawn Song",0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417278,https://github.com/TAMUCrypto/ZKDT_release,3,1,2,1,1,3,0,7.0,-1.0,-1.0,Decision trees,2.0,2.0
120,TrafficSliver: Fighting Website Fingerprinting Attacks with Traffic Splitting,Wladimir De la Cadena; Asya Mitseva; Jens Hiller; Jan Pennekamp; Sebastian Reuter; Julian Filter; Klaus Wehrle; Thomas Engel; Andriy Panchenko,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423351,https://github.com/TrafficSliver,1,2,2,0,0,0,0,0.0,0.0,0.0,"k-NN [47], CUMUL [34],
k-FP [19], and DF [44]",0.0,1.0
121,"Analyzing Information Leakage of Updates
to Natural Language Models",Santiago Zanella-Béguelin; Lukas Wutschitz; Shruti Tople; Victor Rühle; Andrew Paverd; Olga Ohrimenko ; Boris Köpf; Marc Brockschmidt,3.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417880,https://github.com/microsoft/language-privacy,8,-1,-1,-1,-1,-1,-1,3.0,-1.0,0.0,"RNN, LSTM, Transformer",2.0,2.0
122,"Practical Recommendations for Stronger, More Usable
Passwords Combining Minimum-strength, Minimum-length,
and Blocklist Requirements","Joshua Tan, Lujo Bauer, Nicolas Christin, and Lorrie Faith Cranor",0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417882,https://github.com/cupslab/password_meter (subset of code related to this paper),3,2,0,1,1,1,1,4.0,1.0,-1.0,"PGS3 NN - RNN, LSTM",2.0,2.0
123,"Phantom of the ADAS: Securing Advanced Driver-Assistance
Systems from Split-Second Phantom Attacks","Ben Nassi, Yisroel Mirsky, Dudi Nassi, Raz Ben-Netanel, Oleg Drokin, Yuval Elovici",1.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423359,https://github.com/ymirsky/GhostBusters,1,2,1,1,1,3,1,1.0,0.0,-1.0,CNN,2.0,2.0
124,RTFM! Automatic Assumption Discovery and Verification Derivation from Library Document for API Misuse Detection,"Tao Lv, Ruishi Li1, Yi Yang, Kai Chen, Xiaojing Liao, XiaoFeng Wang, Peiwei Hu, Luyi Xing",0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423360,https://github.com/lvtao-sec/Advance,3,0,1,1,0,0,0,7.0,1.0,-1.0,S-HAN (NN model),2.0,1.0
125,"Composite Backdoor Attack for Deep Neural Network by
Mixing Existing Benign Features",Junyu Lin; Lei Xu; Yingqi Liu; Xiangyu Zhang,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423362,https://github.com/TemporaryAcc0unt/composite-attack,5,2,2,0,0,0,0,4.0,1.0,-1.0,DNN,2.0,2.0
126,Estimating g-Leakage via Machine Learning,Marco Romanelli; Konstantinos Chatzikokolakis; Catuscia Palamidessi; Pablo Piantanida,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3423363,https://github.com/LEAVESrepo/leaves,1,0,0,1,0,0,0,3.0,1.0,0.0,"k-nn, ANN",2.0,2.0
127,"Enhancing State-of-the-art Classifiers with API Semantics to
Detect Evolved Android Malware",Xiaohan Zhang; Yuan Zhang; Ming Zhong; Daizong Ding; Yinzhi Cao; Yukun Zhang; Mi Zhang; Min Yang,0.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417291,https://github.com/seclab-fudan/APIGraph,1,2,2,1,1,3,0,7.0,0.0,-1.0,"Malware classifiers - MamaDroid(RF), DroidEvolver(Model pool), Drebin(SVM), Drebin-DL(DNN)
",0.0,1.0
128,Ligero++: A New Optimized Sublinear IOP,Rishabh Bhadauria; Zhiyong Fang; Carmit Hazay; Muthuramakrishnan Venkitasubramaniam; Tiancheng Xie; Yupeng Zhang,1.0,CCS,2020,https://dl.acm.org/doi/pdf/10.1145/3372297.3417893,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,Linear Regression,2.0,1.0
129,"A Practical Approach for Taking Down
Avalanche Botnets Under Real-World Constraints","Victor Le Pochat, Tim Van hamme, Sourena Maroofi, Tom Van Goethem, Davy Preuveneers, Andrzej Duda, Wouter Joosen, and Maciej Korczyński",0.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24161-paper.pdf,https://github.com/DistriNet/avalanche-ndss2020,1,1,2,1,0,0,0,0.0,1.0,1.0,"Decision Tree,  Gradient Boosted Tree, Random Forest, SVM",2.0,2.0
130,"ABSynthe: Automatic Blackbox Side-channel
Synthesis on Commodity Microarchitectures","Ben Gras, Cristiano Giuffrida, Michael Kurth, Herbert Bos, and Kaveh Razavi",1.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/23018-paper.pdf,https://github.com/vusec/absynthe,3,1,0,0,0,0,1,0.0,0.0,0.0,"Gaussian Naive Bayes (GNB) classifier, RNN",2.0,2.0
131,BLAG: Improving the Accuracy of Blacklists,"Sivaramakrishnan Ramanathan and Jelena Mirkovic, Minlan Yu",0.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24232-paper.pdf,https://steel.isi.edu/Projects/BLAG/,1,1,0,0,1,2,1,1.0,-1.0,-1.0,Recommendation System model,2.0,2.0
132,"BLAZE: Blazing Fast Privacy-Preserving Machine
Learning","Arpita Patra, Ajith Suresh",0.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24202-paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Linear regression, logistic regression, NN",2.0,2.0
133,"CloudLeak: Large-Scale Deep Learning Models
Stealing Through Adversarial Examples","Honggang Yu, Kaichen Yang, Teng Zhang, Yun-Yun Tsai, Tsung-Yi Ho, Yier Jin",0.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24178-paper.pdff,https://github.com/yunyuntsai/DNN-Model-Stealing,3,0,1,1,0,0,0,4.0,1.0,-1.0,DNN,2.0,2.0
134,Data-Driven Debugging for Functional Side Channels,"Saeid Tizpaz-Niari, Pavol Černý, and Ashutosh Trivedi",0.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24269-paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,"k-means, decision tree",2.0,-1.0
135,"DEEPBINDIFF: Learning Program-Wide Code
Representations for Binary Diffing","Yue Duan, Xuezixiang Li, Jinghan Wang, and Heng Yin",0.0,NDSS,2020,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24311-paper.pdf,https://github.com/yueduan/DeepBinDiff,1,2,0,0,0,0,0,7.0,0.0,-1.0,NLP TADW,2.0,2.0
